IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,GAB,Gabon,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.81,,,2.14,,6.15,3.81 [2.14 – 6.15],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.83,,,2.67,,5.35,3.83 [2.67 – 5.35],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.85,,,2.06,,6.48,3.85 [2.06 – 6.48],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.85,,,2.37,,5.99,3.85 [2.37 – 5.99],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.87,,,1.99,,7.31,3.87 [1.99 – 7.31],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.88,,,2.69,,9.36,3.88 [2.69 – 9.36],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,SRB,Serbia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.89,,,2.64,,5.47,3.89 [2.64 – 5.47],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,3.91,,,3.11,,4.83,3.91 [3.11 – 4.83],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,3.97,,,2.31,,6.31,3.97 [2.31 – 6.31],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,3.99,,,2.76,,5.45,3.99 [2.76 – 5.45],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Male,MLE,,,,,,,,,,30.12,,,20.95,,43.25,30.12 [20.95 – 43.25],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,30.56,,,19.07,,45.69,30.56 [19.07 – 45.69],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2019,true,Sex,Male,MLE,,,,,,,,,,30.88,,,23.84,,39.59,30.88 [23.84 – 39.59],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,31.11,,,19.08,,48.67,31.11 [19.08 – 48.67],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Male,MLE,,,,,,,,,,31.12,,,25.14,,37.99,31.12 [25.14 – 37.99],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,Sex,Male,MLE,,,,,,,,,,32.25,,,14.21,,51.26,32.25 [14.21 – 51.26],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2019,true,Sex,Male,MLE,,,,,,,,,,32.7,,,24.12,,43.08,32.7 [24.12 – 43.08],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Male,MLE,,,,,,,,,,33.1,,,17,,52.26,33.1 [17 – 52.26],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,34.56,,,13.22,,83.11,34.56 [13.22 – 83.11],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,BWA,Botswana,Year,2019,true,Sex,Male,MLE,,,,,,,,,,35.54,,,19.4,,60.02,35.54 [19.4 – 60.02],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2019,true,Sex,Male,MLE,,,,,,,,,,36.06,,,27.19,,46.84,36.06 [27.19 – 46.84],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Male,MLE,,,,,,,,,,37.81,,,19.6,,59.04,37.81 [19.6 – 59.04],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,Sex,Male,MLE,,,,,,,,,,37.88,,,27.27,,50.93,37.88 [27.27 – 50.93],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2019,true,Sex,Male,MLE,,,,,,,,,,38.18,,,30.96,,48.23,38.18 [30.96 – 48.23],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Male,MLE,,,,,,,,,,39.64,,,22.21,,64.18,39.64 [22.21 – 64.18],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,Sex,Male,MLE,,,,,,,,,,4.07,,,2.56,,6.07,4.07 [2.56 – 6.07],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.08,,,2.91,,5.59,4.08 [2.91 – 5.59],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,PER,Peru,Year,2019,true,Sex,Male,MLE,,,,,,,,,,4.1,,,2.36,,6.36,4.1 [2.36 – 6.36],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.18,,,2.5,,6.5,4.18 [2.5 – 6.5],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.19,,,2.18,,7.28,4.19 [2.18 – 7.28],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Male,MLE,,,,,,,,,,4.24,,,2.7,,5.9,4.24 [2.7 – 5.9],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,DNK,Denmark,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.24,,,3.23,,5.48,4.24 [3.23 – 5.48],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,ITA,Italy,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,4.33,,,3.96,,6.87,4.33 [3.96 – 6.87],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,NAM,Namibia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.35,,,2.23,,7.55,4.35 [2.23 – 7.55],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,4.37,,,2.61,,6.9,4.37 [2.61 – 6.9],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Male,MLE,,,,,,,,,,4.39,,,2.25,,8.65,4.39 [2.25 – 8.65],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,4.47,,,2.68,,7.64,4.47 [2.68 – 7.64],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,4.49,,,2.54,,7.42,4.49 [2.54 – 7.42],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.49,,,3.01,,6.36,4.49 [3.01 – 6.36],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,4.53,,,1.71,,7.74,4.53 [1.71 – 7.74],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.54,,,3.55,,8.93,4.54 [3.55 – 8.93],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,LVA,Latvia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.56,,,2.95,,6.77,4.56 [2.95 – 6.77],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,4.6,,,2.56,,7.82,4.6 [2.56 – 7.82],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,AUT,Austria,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.64,,,3.72,,5.73,4.64 [3.72 – 5.73],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Male,MLE,,,,,,,,,,4.65,,,2.06,,9.29,4.65 [2.06 – 9.29],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.65,,,3.25,,6.44,4.65 [3.25 – 6.44],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,4.66,,,2.87,,7.46,4.66 [2.87 – 7.46],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,4.66,,,3.02,,11.76,4.66 [3.02 – 11.76],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.68,,,2.74,,7.49,4.68 [2.74 – 7.49],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.7,,,2.35,,9.15,4.7 [2.35 – 9.15],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,4.74,,,2.78,,7.51,4.74 [2.78 – 7.51],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.75,,,3.02,,7.17,4.75 [3.02 – 7.17],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,4.76,,,2.34,,8.27,4.76 [2.34 – 8.27],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2019,true,Sex,Male,MLE,,,,,,,,,,4.8,,,3.24,,6.83,4.8 [3.24 – 6.83],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,CHN,China,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.8,,,3.76,,6.03,4.8 [3.76 – 6.03],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Male,MLE,,,,,,,,,,4.92,,,3.64,,6.52,4.92 [3.64 – 6.52],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,4.93,,,3.61,,6.45,4.93 [3.61 – 6.45],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,40.46,,,20.07,,69.18,40.46 [20.07 – 69.18],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,GUY,Guyana,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,40.85,,,27.04,,66.78,40.85 [27.04 – 66.78],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,SUR,Suriname,Year,2019,true,Sex,Male,MLE,,,,,,,,,,41.33,,,28.17,,58.2,41.33 [28.17 – 58.2],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,Sex,Male,MLE,,,,,,,,,,42.56,,,25.51,,65.22,42.56 [25.51 – 65.22],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Male,MLE,,,,,,,,,,44.32,,,18.02,,71.23,44.32 [18.02 – 71.23],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.02,,,2.96,,7.99,5.02 [2.96 – 7.99],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.03,,,2.84,,8.21,5.03 [2.84 – 8.21],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.04,,,2.89,,8.25,5.04 [2.89 – 8.25],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.06,,,3.08,,7.79,5.06 [3.08 – 7.79],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.07,,,2.72,,8.49,5.07 [2.72 – 8.49],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,HRV,Croatia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.08,,,3.51,,7.13,5.08 [3.51 – 7.13],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Male,MLE,,,,,,,,,,5.09,,,3.14,,7.54,5.09 [3.14 – 7.54],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.11,,,2.94,,8.42,5.11 [2.94 – 8.42],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.13,,,4.01,,6.34,5.13 [4.01 – 6.34],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.15,,,4.07,,6.43,5.15 [4.07 – 6.43],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.18,,,2.99,,8.17,5.18 [2.99 – 8.17],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.18,,,3.69,,7.01,5.18 [3.69 – 7.01],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Male,MLE,,,,,,,,,,5.21,,,2.96,,9.36,5.21 [2.96 – 9.36],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.24,,,2.92,,8.39,5.24 [2.92 – 8.39],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.27,,,2.6,,9.18,5.27 [2.6 – 9.18],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,ALB,Albania,Year,2019,true,Sex,Male,MLE,,,,,,,,,,5.27,,,2.69,,8.25,5.27 [2.69 – 8.25],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.28,,,3.11,,8.4,5.28 [3.11 – 8.4],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.28,,,3.54,,7.6,5.28 [3.54 – 7.6],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.28,,,4.23,,6.47,5.28 [4.23 – 6.47],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.29,,,4.28,,6.46,5.29 [4.28 – 6.46],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2019,true,Sex,Male,MLE,,,,,,,,,,5.3,,,3.26,,7.35,5.3 [3.26 – 7.35],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.31,,,3.83,,7.1,5.31 [3.83 – 7.1],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.32,,,3.26,,7.99,5.32 [3.26 – 7.99],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,MLT,Malta,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.32,,,3.96,,6.95,5.32 [3.96 – 6.95],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,CAN,Canada,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.38,,,4.25,,11.35,5.38 [4.25 – 11.35],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.41,,,4.39,,6.58,5.41 [4.39 – 6.58],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.42,,,3.13,,8.8,5.42 [3.13 – 8.8],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.43,,,3.24,,8.5,5.43 [3.24 – 8.5],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.43,,,3.97,,7.25,5.43 [3.97 – 7.25],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.47,,,2.74,,10.05,5.47 [2.74 – 10.05],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Sex,Both sexes,BTSX,,,,,,,,,,5.49,,,3.26,,8.45,5.49 [3.26 – 8.45],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.5,,,3,,9.72,5.5 [3 – 9.72],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.51,,,4,,7.44,5.51 [4 – 7.44],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.54,,,3.75,,8,5.54 [3.75 – 8],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.58,,,4.45,,6.83,5.58 [4.45 – 6.83],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.62,,,3.35,,8.72,5.62 [3.35 – 8.72],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.65,,,4.46,,7.03,5.65 [4.46 – 7.03],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2019,true,Sex,Male,MLE,,,,,,,,,,5.66,,,3.49,,9.12,5.66 [3.49 – 9.12],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.67,,,3.24,,9.24,5.67 [3.24 – 9.24],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,MLI,Mali,Year,2019,true,Sex,Female,FMLE,,,,,,,,,,5.7,,,3.19,,9.24,5.7 [3.19 – 9.24],,,EN,2021-02-08T16:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,Sex,Male,MLE,,,,,,,,,,5.76,,,3.99,,8.11,5.76 [3.99 – 8.11],,,EN,2021-02-08T16:00:00.000Z
